"","name","common_name","SPEC","project_code"
"506","10-3","California Quail","CAQU","EBIRD"
"507","10-3","Chestnut-backed Chickadee","CBCH","EBIRD"
"508","10-3","Golden-crowned Kinglet","GCKI","EBIRD"
"509","10-3","Hutton's Vireo","HUVI","EBIRD"
"510","10-3","Spotted Towhee","SPTO","EBIRD"
"511","10-3","Steller's Jay","STJA","EBIRD"
"512","10-3","Swainson's Thrush","SWTH","EBIRD"
"513","10-3","Wrentit","WREN","EBIRD"
"514","10-4","American Goldfinch","AMGO","EBIRD"
"515","10-4","Steller's Jay","STJA","EBIRD"
"516","10-4","Wrentit","WREN","EBIRD"
"517","10-5","Allen's Hummingbird","ALHU","EBIRD"
"518","10-5","American Goldfinch","AMGO","EBIRD"
"519","10-5","American Robin","AMRO","EBIRD"
"520","10-5","Anna's Hummingbird","ANHU","EBIRD"
"521","10-5","Band-tailed Pigeon","BTPI","EBIRD"
"522","10-5","Barn Swallow","BARS","EBIRD"
"523","10-5","Bewick's Wren","BEWR","EBIRD"
"524","10-5","Black-chinned Sparrow","BCSP","EBIRD"
"525","10-5","Bushtit","BUSH","EBIRD"
"526","10-5","California Quail","CAQU","EBIRD"
"527","10-5","California Scrub-Jay","CASJ","EBIRD"
"528","10-5","California Towhee","CALT","EBIRD"
"529","10-5","Chestnut-backed Chickadee","CBCH","EBIRD"
"530","10-5","Common Raven","CORA","EBIRD"
"531","10-5","Dark-eyed Junco","DEJU","EBIRD"
"532","10-5","Golden-crowned Kinglet","GCKI","EBIRD"
"533","10-5","Hermit Warbler","HEWA","EBIRD"
"534","10-5","Hutton's Vireo","HUVI","EBIRD"
"535","10-5","Mallard","MALL","EBIRD"
"536","10-5","Northern Flicker","NOFL","EBIRD"
"537","10-5","Northern Saw-whet Owl","NSWO","EBIRD"
"538","10-5","Orange-crowned Warbler","OCWA","EBIRD"
"539","10-5","Osprey","OSPR","EBIRD"
"540","10-5","Pacific-slope Flycatcher","PSFL","EBIRD"
"541","10-5","Pacific Wren","PAWR","EBIRD"
"542","10-5","Song Sparrow","SOSP","EBIRD"
"543","10-5","Spotted Towhee","SPTO","EBIRD"
"544","10-5","Steller's Jay","STJA","EBIRD"
"545","10-5","Swainson's Thrush","SWTH","EBIRD"
"546","10-5","Tree Swallow","TRES","EBIRD"
"547","10-5","Western Bluebird","WEBL","EBIRD"
"548","10-5","White-crowned Sparrow","WCSP","EBIRD"
"549","10-5","Wilson's Warbler","WIWA","EBIRD"
"550","10-5","Wrentit","WREN","EBIRD"
"551","10-6","Allen's Hummingbird","ALHU","EBIRD"
"552","10-6","American Goldfinch","AMGO","EBIRD"
"553","10-6","Black Phoebe","BLPH","EBIRD"
"554","10-6","California Quail","CAQU","EBIRD"
"555","10-6","California Scrub-Jay","CASJ","EBIRD"
"556","10-6","Cliff Swallow","CLSW","EBIRD"
"557","10-6","Great Blue Heron","GBHE","EBIRD"
"558","10-6","Great Egret","GREG","EBIRD"
"559","10-6","Great Horned Owl","GHOW","EBIRD"
"560","10-6","Hairy Woodpecker","HAWO","EBIRD"
"561","10-6","Mallard","MALL","EBIRD"
"562","10-6","Orange-crowned Warbler","OCWA","EBIRD"
"563","10-6","Osprey","OSPR","EBIRD"
"564","10-6","Pacific-slope Flycatcher","PSFL","EBIRD"
"565","10-6","Pelagic Cormorant","PECO","EBIRD"
"566","10-6","Spotted Towhee","SPTO","EBIRD"
"567","10-6","Steller's Jay","STJA","EBIRD"
"568","10-6","Virginia Rail","VIRA","EBIRD"
"569","10-6","Warbling Vireo","WAVI","EBIRD"
"570","10-6","Wrentit","WREN","EBIRD"
"571","10-7","Allen's Hummingbird","ALHU","EBIRD"
"572","10-7","American Robin","AMRO","EBIRD"
"573","10-7","Anna's Hummingbird","ANHU","EBIRD"
"574","10-7","Band-tailed Pigeon","BTPI","EBIRD"
"575","10-7","Barn Swallow","BARS","EBIRD"
"576","10-7","Bewick's Wren","BEWR","EBIRD"
"577","10-7","Black-chinned Sparrow","BCSP","EBIRD"
"578","10-7","Black Oystercatcher","BLOY","EBIRD"
"579","10-7","Brown-headed Cowbird","BHCO","EBIRD"
"580","10-7","Bushtit","BUSH","EBIRD"
"581","10-7","California Quail","CAQU","EBIRD"
"582","10-7","California Scrub-Jay","CASJ","EBIRD"
"583","10-7","California Towhee","CALT","EBIRD"
"584","10-7","Cassin's Kingbird","CAKI","EBIRD"
"585","10-7","Chestnut-backed Chickadee","CBCH","EBIRD"
"586","10-7","Cliff Swallow","CLSW","EBIRD"
"587","10-7","Common Raven","CORA","EBIRD"
"588","10-7","Dark-eyed Junco","DEJU","EBIRD"
"589","10-7","Golden-crowned Kinglet","GCKI","EBIRD"
"590","10-7","Hermit Warbler","HEWA","EBIRD"
"591","10-7","Hooded Oriole","HOOR","EBIRD"
"592","10-7","Hutton's Vireo","HUVI","EBIRD"
"593","10-7","Mallard","MALL","EBIRD"
"594","10-7","Northern Flicker","NOFL","EBIRD"
"595","10-7","Northern Saw-whet Owl","NSWO","EBIRD"
"596","10-7","Orange-crowned Warbler","OCWA","EBIRD"
"597","10-7","Osprey","OSPR","EBIRD"
"598","10-7","Pacific-slope Flycatcher","PSFL","EBIRD"
"599","10-7","Pacific Wren","PAWR","EBIRD"
"600","10-7","Red-tailed Hawk","RTHA","EBIRD"
"601","10-7","Savannah Sparrow","SAVS","EBIRD"
"602","10-7","Song Sparrow","SOSP","EBIRD"
"603","10-7","Spotted Towhee","SPTO","EBIRD"
"604","10-7","Swainson's Thrush","SWTH","EBIRD"
"605","10-7","Tree Swallow","TRES","EBIRD"
"606","10-7","Turkey Vulture","TUVU","EBIRD"
"607","10-7","Western Bluebird","WEBL","EBIRD"
"608","10-7","White-crowned Sparrow","WCSP","EBIRD"
"609","10-7","Wilson's Warbler","WIWA","EBIRD"
"610","10-7","Wrentit","WREN","EBIRD"
"611","10-8","Allen's Hummingbird","ALHU","EBIRD"
"612","10-8","American Crow","AMCR","EBIRD"
"613","10-8","American Goldfinch","AMGO","EBIRD"
"614","10-8","American Robin","AMRO","EBIRD"
"615","10-8","Anna's Hummingbird","ANHU","EBIRD"
"616","10-8","Barn Swallow","BARS","EBIRD"
"617","10-8","Belted Kingfisher","BEKI","EBIRD"
"618","10-8","Bewick's Wren","BEWR","EBIRD"
"619","10-8","Black Oystercatcher","BLOY","EBIRD"
"620","10-8","Black Phoebe","BLPH","EBIRD"
"621","10-8","Brewer's Blackbird","BRBL","EBIRD"
"622","10-8","Brown-headed Cowbird","BHCO","EBIRD"
"623","10-8","Bushtit","BUSH","EBIRD"
"624","10-8","California Gull","CAGU","EBIRD"
"625","10-8","California Quail","CAQU","EBIRD"
"626","10-8","California Scrub-Jay","CASJ","EBIRD"
"627","10-8","California Towhee","CALT","EBIRD"
"628","10-8","Canada Goose","CANG","EBIRD"
"629","10-8","Chestnut-backed Chickadee","CBCH","EBIRD"
"630","10-8","Cinnamon Teal","CITE","EBIRD"
"631","10-8","Cliff Swallow","CLSW","EBIRD"
"632","10-8","Common Raven","CORA","EBIRD"
"633","10-8","Common Yellowthroat","COYE","EBIRD"
"634","10-8","Dark-eyed Junco","DEJU","EBIRD"
"635","10-8","Double-crested Cormorant","DCCO","EBIRD"
"636","10-8","Downy Woodpecker","DOWO","EBIRD"
"637","10-8","Eurasian Collared-Dove","EUCD","EBIRD"
"638","10-8","European Starling","EUST","EBIRD"
"639","10-8","Great Blue Heron","GBHE","EBIRD"
"640","10-8","Great Egret","GREG","EBIRD"
"641","10-8","Great Horned Owl","GHOW","EBIRD"
"642","10-8","Hairy Woodpecker","HAWO","EBIRD"
"643","10-8","Hooded Oriole","HOOR","EBIRD"
"644","10-8","House Finch","HOFI","EBIRD"
"645","10-8","House Sparrow","HOSP","EBIRD"
"646","10-8","Hutton's Vireo","HUVI","EBIRD"
"647","10-8","Mallard","MALL","EBIRD"
"648","10-8","Marsh Wren","MAWR","EBIRD"
"649","10-8","Mourning Dove","MODO","EBIRD"
"650","10-8","Northern Harrier","NOHA","EBIRD"
"651","10-8","Northern Rough-winged Swallow","NRWS","EBIRD"
"652","10-8","Nuttall's Woodpecker","NUWO","EBIRD"
"653","10-8","Olive-sided Flycatcher","OSFL","EBIRD"
"654","10-8","Orange-crowned Warbler","OCWA","EBIRD"
"655","10-8","Osprey","OSPR","EBIRD"
"656","10-8","Pacific-slope Flycatcher","PSFL","EBIRD"
"657","10-8","Pacific Wren","PAWR","EBIRD"
"658","10-8","Pelagic Cormorant","PECO","EBIRD"
"659","10-8","Pine Siskin","PISI","EBIRD"
"660","10-8","Purple Finch","PUFI","EBIRD"
"661","10-8","Purple Martin","PUMA","EBIRD"
"662","10-8","Pygmy Nuthatch","PYNU","EBIRD"
"663","10-8","Red-shouldered Hawk","RSHA","EBIRD"
"664","10-8","Red-tailed Hawk","RTHA","EBIRD"
"665","10-8","Red-winged Blackbird","RWBL","EBIRD"
"666","10-8","Savannah Sparrow","SAVS","EBIRD"
"667","10-8","Song Sparrow","SOSP","EBIRD"
"668","10-8","Spotted Towhee","SPTO","EBIRD"
"669","10-8","Steller's Jay","STJA","EBIRD"
"670","10-8","Swainson's Thrush","SWTH","EBIRD"
"671","10-8","Tree Swallow","TRES","EBIRD"
"672","10-8","Turkey Vulture","TUVU","EBIRD"
"673","10-8","Violet-green Swallow","VGSW","EBIRD"
"674","10-8","Virginia Rail","VIRA","EBIRD"
"675","10-8","Warbling Vireo","WAVI","EBIRD"
"676","10-8","Western Bluebird","WEBL","EBIRD"
"677","10-8","Western Gull","WEGU","EBIRD"
"678","10-8","White-crowned Sparrow","WCSP","EBIRD"
"679","10-8","Wilson's Warbler","WIWA","EBIRD"
"680","10-8","Wrentit","WREN","EBIRD"
"681","11-10","Acorn Woodpecker","ACWO","EBIRD"
"682","11-10","American Kestrel","AMKE","EBIRD"
"683","11-10","American Robin","AMRO","EBIRD"
"684","11-10","Anna's Hummingbird","ANHU","EBIRD"
"685","11-10","Ash-throated Flycatcher","ATFL","EBIRD"
"686","11-10","Barn Owl","BANO","EBIRD"
"687","11-10","Black Phoebe","BLPH","EBIRD"
"688","11-10","Brewer's Blackbird","BRBL","EBIRD"
"689","11-10","Brown Creeper","BRCR","EBIRD"
"690","11-10","Bushtit","BUSH","EBIRD"
"691","11-10","California Quail","CAQU","EBIRD"
"692","11-10","California Scrub-Jay","CASJ","EBIRD"
"693","11-10","California Towhee","CALT","EBIRD"
"694","11-10","Chestnut-backed Chickadee","CBCH","EBIRD"
"695","11-10","Cliff Swallow","CLSW","EBIRD"
"696","11-10","Common Raven","CORA","EBIRD"
"697","11-10","Dark-eyed Junco","DEJU","EBIRD"
"698","11-10","European Starling","EUST","EBIRD"
"699","11-10","Great Horned Owl","GHOW","EBIRD"
"700","11-10","Hairy Woodpecker","HAWO","EBIRD"
"701","11-10","Hooded Oriole","HOOR","EBIRD"
"702","11-10","House Wren","HOWR","EBIRD"
"703","11-10","Oak Titmouse","OATI","EBIRD"
"704","11-10","Red-shouldered Hawk","RSHA","EBIRD"
"705","11-10","Red-tailed Hawk","RTHA","EBIRD"
"706","11-10","Rufous-crowned Sparrow","RCSP","EBIRD"
"707","11-10","Spotted Towhee","SPTO","EBIRD"
"708","11-10","Steller's Jay","STJA","EBIRD"
"709","11-10","Tree Swallow","TRES","EBIRD"
"710","11-10","Turkey Vulture","TUVU","EBIRD"
"711","11-10","Violet-green Swallow","VGSW","EBIRD"
"712","11-10","Warbling Vireo","WAVI","EBIRD"
"713","11-10","White-breasted Nuthatch","WBNU","EBIRD"
"714","11-10","White-tailed Kite","WTKI","EBIRD"
"715","11-10","Wild Turkey","WITU","EBIRD"
"716","11-11","Acorn Woodpecker","ACWO","EBIRD"
"717","11-11","American Crow","AMCR","EBIRD"
"718","11-11","American Goldfinch","AMGO","EBIRD"
"719","11-11","American Kestrel","AMKE","EBIRD"
"720","11-11","American Robin","AMRO","EBIRD"
"721","11-11","Anna's Hummingbird","ANHU","EBIRD"
"722","11-11","Ash-throated Flycatcher","ATFL","EBIRD"
"723","11-11","Band-tailed Pigeon","BTPI","EBIRD"
"724","11-11","Black Phoebe","BLPH","EBIRD"
"725","11-11","Blue-gray Gnatcatcher","BGGN","EBIRD"
"726","11-11","Brewer's Blackbird","BRBL","EBIRD"
"727","11-11","Brown-headed Cowbird","BHCO","EBIRD"
"728","11-11","Brown Creeper","BRCR","EBIRD"
"729","11-11","Bullock's Oriole","BUOR","EBIRD"
"730","11-11","Bushtit","BUSH","EBIRD"
"731","11-11","California Quail","CAQU","EBIRD"
"732","11-11","California Scrub-Jay","CASJ","EBIRD"
"733","11-11","California Towhee","CALT","EBIRD"
"734","11-11","Cassin's Vireo","CAVI","EBIRD"
"735","11-11","Chestnut-backed Chickadee","CBCH","EBIRD"
"736","11-11","Chipping Sparrow","CHSP","EBIRD"
"737","11-11","Cliff Swallow","CLSW","EBIRD"
"738","11-11","Common Raven","CORA","EBIRD"
"739","11-11","Cooper's Hawk","COHA","EBIRD"
"740","11-11","Dark-eyed Junco","DEJU","EBIRD"
"741","11-11","Downy Woodpecker","DOWO","EBIRD"
"742","11-11","European Starling","EUST","EBIRD"
"743","11-11","Grasshopper Sparrow","GRSP","EBIRD"
"744","11-11","Great Horned Owl","GHOW","EBIRD"
"745","11-11","Hairy Woodpecker","HAWO","EBIRD"
"746","11-11","Hooded Oriole","HOOR","EBIRD"
"747","11-11","House Finch","HOFI","EBIRD"
"748","11-11","House Wren","HOWR","EBIRD"
"749","11-11","Hutton's Vireo","HUVI","EBIRD"
"750","11-11","Lark Sparrow","LASP","EBIRD"
"751","11-11","Lazuli Bunting","LAZB","EBIRD"
"752","11-11","Lesser Goldfinch","LEGO","EBIRD"
"753","11-11","Mourning Dove","MODO","EBIRD"
"754","11-11","Northern Flicker","NOFL","EBIRD"
"755","11-11","Northern Mockingbird","NOMO","EBIRD"
"756","11-11","Oak Titmouse","OATI","EBIRD"
"757","11-11","Orange-crowned Warbler","OCWA","EBIRD"
"758","11-11","Pacific-slope Flycatcher","PSFL","EBIRD"
"759","11-11","Red-shouldered Hawk","RSHA","EBIRD"
"760","11-11","Red-tailed Hawk","RTHA","EBIRD"
"761","11-11","Red-winged Blackbird","RWBL","EBIRD"
"762","11-11","Spotted Towhee","SPTO","EBIRD"
"763","11-11","Steller's Jay","STJA","EBIRD"
"764","11-11","Tree Swallow","TRES","EBIRD"
"765","11-11","Turkey Vulture","TUVU","EBIRD"
"766","11-11","Violet-green Swallow","VGSW","EBIRD"
"767","11-11","Warbling Vireo","WAVI","EBIRD"
"768","11-11","Western Bluebird","WEBL","EBIRD"
"769","11-11","Western Kingbird","WEKI","EBIRD"
"770","11-11","White-breasted Nuthatch","WBNU","EBIRD"
"771","11-11","White-tailed Kite","WTKI","EBIRD"
"772","11-11","Wild Turkey","WITU","EBIRD"
"773","11-12","Acorn Woodpecker","ACWO","EBIRD"
"774","11-12","American Avocet","AMAV","EBIRD"
"775","11-12","American Crow","AMCR","EBIRD"
"776","11-12","American Goldfinch","AMGO","EBIRD"
"777","11-12","American Kestrel","AMKE","EBIRD"
"778","11-12","American Robin","AMRO","EBIRD"
"779","11-12","Anna's Hummingbird","ANHU","EBIRD"
"780","11-12","Ash-throated Flycatcher","ATFL","EBIRD"
"781","11-12","Band-tailed Pigeon","BTPI","EBIRD"
"782","11-12","Bewick's Wren","BEWR","EBIRD"
"783","11-12","Black-necked Stilt","BNST","EBIRD"
"784","11-12","Black Phoebe","BLPH","EBIRD"
"785","11-12","Blue-gray Gnatcatcher","BGGN","EBIRD"
"786","11-12","Brewer's Blackbird","BRBL","EBIRD"
"787","11-12","Brown-headed Cowbird","BHCO","EBIRD"
"788","11-12","Brown Creeper","BRCR","EBIRD"
"789","11-12","Bullock's Oriole","BUOR","EBIRD"
"790","11-12","Bushtit","BUSH","EBIRD"
"791","11-12","California Quail","CAQU","EBIRD"
"792","11-12","California Scrub-Jay","CASJ","EBIRD"
"793","11-12","California Towhee","CALT","EBIRD"
"794","11-12","Canada Goose","CANG","EBIRD"
"795","11-12","Cassin's Vireo","CAVI","EBIRD"
"796","11-12","Chestnut-backed Chickadee","CBCH","EBIRD"
"797","11-12","Chipping Sparrow","CHSP","EBIRD"
"798","11-12","Cinnamon Teal","CITE","EBIRD"
"799","11-12","Cliff Swallow","CLSW","EBIRD"
"800","11-12","Common Raven","CORA","EBIRD"
"801","11-12","Cooper's Hawk","COHA","EBIRD"
"802","11-12","Dark-eyed Junco","DEJU","EBIRD"
"803","11-12","Downy Woodpecker","DOWO","EBIRD"
"804","11-12","European Starling","EUST","EBIRD"
"805","11-12","Gadwall","GADW","EBIRD"
"806","11-12","Great Horned Owl","GHOW","EBIRD"
"807","11-12","Green-winged Teal","GWTE","EBIRD"
"808","11-12","Hairy Woodpecker","HAWO","EBIRD"
"809","11-12","Hooded Oriole","HOOR","EBIRD"
"810","11-12","House Finch","HOFI","EBIRD"
"811","11-12","House Wren","HOWR","EBIRD"
"812","11-12","Hutton's Vireo","HUVI","EBIRD"
"813","11-12","Killdeer","KILL","EBIRD"
"814","11-12","Lark Sparrow","LASP","EBIRD"
"815","11-12","Lazuli Bunting","LAZB","EBIRD"
"816","11-12","Lesser Goldfinch","LEGO","EBIRD"
"817","11-12","Mallard","MALL","EBIRD"
"818","11-12","Mourning Dove","MODO","EBIRD"
"819","11-12","Northern Flicker","NOFL","EBIRD"
"820","11-12","Northern Mockingbird","NOMO","EBIRD"
"821","11-12","Northern Pintail","NOPI","EBIRD"
"822","11-12","Northern Rough-winged Swallow","NRWS","EBIRD"
"823","11-12","Northern Shoveler","NSHO","EBIRD"
"824","11-12","Oak Titmouse","OATI","EBIRD"
"825","11-12","Orange-crowned Warbler","OCWA","EBIRD"
"826","11-12","Pacific-slope Flycatcher","PSFL","EBIRD"
"827","11-12","Red-shouldered Hawk","RSHA","EBIRD"
"828","11-12","Red-tailed Hawk","RTHA","EBIRD"
"829","11-12","Red-winged Blackbird","RWBL","EBIRD"
"830","11-12","Rufous-crowned Sparrow","RCSP","EBIRD"
"831","11-12","Song Sparrow","SOSP","EBIRD"
"832","11-12","Spotted Towhee","SPTO","EBIRD"
"833","11-12","Steller's Jay","STJA","EBIRD"
"834","11-12","Tree Swallow","TRES","EBIRD"
"835","11-12","Turkey Vulture","TUVU","EBIRD"
"836","11-12","Violet-green Swallow","VGSW","EBIRD"
"837","11-12","Warbling Vireo","WAVI","EBIRD"
"838","11-12","Western Bluebird","WEBL","EBIRD"
"839","11-12","Western Kingbird","WEKI","EBIRD"
"840","11-12","White-breasted Nuthatch","WBNU","EBIRD"
"841","11-12","White-tailed Kite","WTKI","EBIRD"
"842","11-12","White-throated Swift","WTSW","EBIRD"
"843","11-12","Wild Turkey","WITU","EBIRD"
"844","11-21","American Kestrel","AMKE","EBIRD"
"845","11-21","Ash-throated Flycatcher","ATFL","EBIRD"
"846","11-21","Barn Owl","BANO","EBIRD"
"847","11-21","California Quail","CAQU","EBIRD"
"848","11-21","California Scrub-Jay","CASJ","EBIRD"
"849","11-21","Great Horned Owl","GHOW","EBIRD"
"850","11-21","Red-shouldered Hawk","RSHA","EBIRD"
"851","11-21","Red-tailed Hawk","RTHA","EBIRD"
"852","11-21","Rufous-crowned Sparrow","RCSP","EBIRD"
"853","11-21","Song Sparrow","SOSP","EBIRD"
"854","11-21","Tree Swallow","TRES","EBIRD"
"855","11-21","Violet-green Swallow","VGSW","EBIRD"
"856","11-21","Warbling Vireo","WAVI","EBIRD"
"857","11-23","Acorn Woodpecker","ACWO","EBIRD"
"858","11-23","Allen's Hummingbird","ALHU","EBIRD"
"859","11-23","American Avocet","AMAV","EBIRD"
"860","11-23","American Goldfinch","AMGO","EBIRD"
"861","11-23","American Robin","AMRO","EBIRD"
"862","11-23","Anna's Hummingbird","ANHU","EBIRD"
"863","11-23","Ash-throated Flycatcher","ATFL","EBIRD"
"864","11-23","Bewick's Wren","BEWR","EBIRD"
"865","11-23","Black-necked Stilt","BNST","EBIRD"
"866","11-23","Black Phoebe","BLPH","EBIRD"
"867","11-23","Blue-gray Gnatcatcher","BGGN","EBIRD"
"868","11-23","Bullock's Oriole","BUOR","EBIRD"
"869","11-23","Bushtit","BUSH","EBIRD"
"870","11-23","California Quail","CAQU","EBIRD"
"871","11-23","California Scrub-Jay","CASJ","EBIRD"
"872","11-23","California Towhee","CALT","EBIRD"
"873","11-23","Canada Goose","CANG","EBIRD"
"874","11-23","Cinnamon Teal","CITE","EBIRD"
"875","11-23","Cliff Swallow","CLSW","EBIRD"
"876","11-23","Common Gallinule","COGA","EBIRD"
"877","11-23","Common Raven","CORA","EBIRD"
"878","11-23","Common Yellowthroat","COYE","EBIRD"
"879","11-23","Cooper's Hawk","COHA","EBIRD"
"880","11-23","Dark-eyed Junco","DEJU","EBIRD"
"881","11-23","Eurasian Collared-Dove","EUCD","EBIRD"
"882","11-23","European Starling","EUST","EBIRD"
"883","11-23","Gadwall","GADW","EBIRD"
"884","11-23","Green-winged Teal","GWTE","EBIRD"
"885","11-23","Green Heron","GRHE","EBIRD"
"886","11-23","Hooded Oriole","HOOR","EBIRD"
"887","11-23","House Finch","HOFI","EBIRD"
"888","11-23","House Wren","HOWR","EBIRD"
"889","11-23","Killdeer","KILL","EBIRD"
"890","11-23","Lesser Goldfinch","LEGO","EBIRD"
"891","11-23","Mallard","MALL","EBIRD"
"892","11-23","Mourning Dove","MODO","EBIRD"
"893","11-23","Northern Harrier","NOHA","EBIRD"
"894","11-23","Northern Mockingbird","NOMO","EBIRD"
"895","11-23","Northern Pintail","NOPI","EBIRD"
"896","11-23","Northern Rough-winged Swallow","NRWS","EBIRD"
"897","11-23","Northern Shoveler","NSHO","EBIRD"
"898","11-23","Oak Titmouse","OATI","EBIRD"
"899","11-23","Pacific-slope Flycatcher","PSFL","EBIRD"
"900","11-23","Red-shouldered Hawk","RSHA","EBIRD"
"901","11-23","Red-tailed Hawk","RTHA","EBIRD"
"902","11-23","Red-winged Blackbird","RWBL","EBIRD"
"903","11-23","Rufous-crowned Sparrow","RCSP","EBIRD"
"904","11-23","Song Sparrow","SOSP","EBIRD"
"905","11-23","Steller's Jay","STJA","EBIRD"
"906","11-23","Tree Swallow","TRES","EBIRD"
"907","11-23","Violet-green Swallow","VGSW","EBIRD"
"908","11-23","White-breasted Nuthatch","WBNU","EBIRD"
"909","11-23","White-tailed Kite","WTKI","EBIRD"
"910","11-23","White-throated Swift","WTSW","EBIRD"
"911","11-23","Wild Turkey","WITU","EBIRD"
"912","11-24","Acorn Woodpecker","ACWO","EBIRD"
"913","11-24","Allen's Hummingbird","ALHU","EBIRD"
"914","11-24","Anna's Hummingbird","ANHU","EBIRD"
"915","11-24","Ash-throated Flycatcher","ATFL","EBIRD"
"916","11-24","Bushtit","BUSH","EBIRD"
"917","11-24","California Quail","CAQU","EBIRD"
"918","11-24","California Towhee","CALT","EBIRD"
"919","11-24","Canada Goose","CANG","EBIRD"
"920","11-24","Cliff Swallow","CLSW","EBIRD"
"921","11-24","Common Gallinule","COGA","EBIRD"
"922","11-24","Dark-eyed Junco","DEJU","EBIRD"
"923","11-24","Eurasian Collared-Dove","EUCD","EBIRD"
"924","11-24","European Starling","EUST","EBIRD"
"925","11-24","Gadwall","GADW","EBIRD"
"926","11-24","Green Heron","GRHE","EBIRD"
"927","11-24","Hooded Oriole","HOOR","EBIRD"
"928","11-24","House Finch","HOFI","EBIRD"
"929","11-24","House Wren","HOWR","EBIRD"
"930","11-24","Lesser Scaup","LESC","EBIRD"
"931","11-24","Mallard","MALL","EBIRD"
"932","11-24","Marsh Wren","MAWR","EBIRD"
"933","11-24","Mourning Dove","MODO","EBIRD"
"934","11-24","Northern Harrier","NOHA","EBIRD"
"935","11-24","Northern Mockingbird","NOMO","EBIRD"
"936","11-24","Northern Pintail","NOPI","EBIRD"
"937","11-24","Peregrine Falcon","PEFA","EBIRD"
"938","11-24","Red-shouldered Hawk","RSHA","EBIRD"
"939","11-24","Red-winged Blackbird","RWBL","EBIRD"
"940","11-24","Song Sparrow","SOSP","EBIRD"
"941","11-24","Tree Swallow","TRES","EBIRD"
"942","11-24","Violet-green Swallow","VGSW","EBIRD"
"943","11-24","White-breasted Nuthatch","WBNU","EBIRD"
"944","11-24","Wild Turkey","WITU","EBIRD"
"945","11-7",NA,NA,NA
"946","11-8","Great Horned Owl","GHOW","EBIRD"
"947","11-9","Acorn Woodpecker","ACWO","EBIRD"
"948","11-9","American Kestrel","AMKE","EBIRD"
"949","11-9","American Robin","AMRO","EBIRD"
"950","11-9","Anna's Hummingbird","ANHU","EBIRD"
"951","11-9","Ash-throated Flycatcher","ATFL","EBIRD"
"952","11-9","Black Phoebe","BLPH","EBIRD"
"953","11-9","Blue-gray Gnatcatcher","BGGN","EBIRD"
"954","11-9","Brewer's Blackbird","BRBL","EBIRD"
"955","11-9","Brown Creeper","BRCR","EBIRD"
"956","11-9","Bullock's Oriole","BUOR","EBIRD"
"957","11-9","Bushtit","BUSH","EBIRD"
"958","11-9","California Scrub-Jay","CASJ","EBIRD"
"959","11-9","California Towhee","CALT","EBIRD"
"960","11-9","Chestnut-backed Chickadee","CBCH","EBIRD"
