"","name","common_name","SPEC","project_code"
"5395","6-21","Red-shouldered Hawk","RSHA","EBIRD"
"5396","6-21","Red-tailed Hawk","RTHA","EBIRD"
"5397","6-21","Song Sparrow","SOSP","EBIRD"
"5398","6-21","Spotted Towhee","SPTO","EBIRD"
"5399","6-21","Steller's Jay","STJA","EBIRD"
"5400","6-21","Swainson's Thrush","SWTH","EBIRD"
"5401","6-21","Tree Swallow","TRES","EBIRD"
"5402","6-21","Turkey Vulture","TUVU","EBIRD"
"5403","6-21","Violet-green Swallow","VGSW","EBIRD"
"5404","6-21","Warbling Vireo","WAVI","EBIRD"
"5405","6-21","Western Bluebird","WEBL","EBIRD"
"5406","6-21","Western Wood-Pewee","WEWP","EBIRD"
"5407","6-21","White-tailed Kite","WTKI","EBIRD"
"5408","6-21","Wilson's Warbler","WIWA","EBIRD"
"5409","6-21","Wrentit","WREN","EBIRD"
"5410","6-22","American Crow","AMCR","EBIRD_AU"
"5411","6-22","American Robin","AMRO","EBIRD"
"5412","6-22","Bewick's Wren","BEWR","EBIRD"
"5413","6-22","Black-headed Grosbeak","BHGR","EBIRD"
"5414","6-22","Black Phoebe","BLPH","EBIRD_CAN"
"5415","6-22","Brewer's Blackbird","BRBL","EBIRD"
"5416","6-22","Bushtit","BUSH","EBIRD"
"5417","6-22","California Quail","CAQU","EBIRD"
"5418","6-22","California Scrub-Jay","CASJ","EBIRD"
"5419","6-22","California Towhee","CALT","EBIRD"
"5420","6-22","Chestnut-backed Chickadee","CBCH","EBIRD"
"5421","6-22","Common Yellowthroat","COYE","EBIRD"
"5422","6-22","Dark-eyed Junco","DEJU","EBIRD"
"5423","6-22","Downy Woodpecker","DOWO","EBIRD"
"5424","6-22","European Starling","EUST","EBIRD"
"5425","6-22","Grasshopper Sparrow","GRSP","EBIRD"
"5426","6-22","Great Horned Owl","GHOW","EBIRD"
"5427","6-22","Green Heron","GRHE","EBIRD"
"5428","6-22","Hairy Woodpecker","HAWO","EBIRD"
"5429","6-22","Lark Sparrow","LASP","EBIRD"
"5430","6-22","Lazuli Bunting","LAZB","EBIRD"
"5431","6-22","Lesser Goldfinch","LEGO","EBIRD"
"5432","6-22","Northern Flicker","NOFL","EBIRD"
"5433","6-22","Pacific-slope Flycatcher","PSFL","EBIRD"
"5434","6-22","Pacific Wren","PAWR","EBIRD"
"5435","6-22","Pygmy Nuthatch","PYNU","EBIRD"
"5436","6-22","Red-tailed Hawk","RTHA","EBIRD"
"5437","6-22","Song Sparrow","SOSP","EBIRD"
"5438","6-22","Steller's Jay","STJA","EBIRD"
"5439","6-22","Tree Swallow","TRES","EBIRD"
"5440","6-22","Violet-green Swallow","VGSW","EBIRD"
"5441","6-22","Warbling Vireo","WAVI","EBIRD"
"5442","6-22","Western Bluebird","WEBL","EBIRD"
"5443","6-22","Wilson's Warbler","WIWA","EBIRD"
"5444","6-23","Chestnut-backed Chickadee","CBCH","EBIRD"
"5445","6-23","Dark-eyed Junco","DEJU","EBIRD"
"5446","6-23","Golden-crowned Kinglet","GCKI","EBIRD"
"5447","6-23","Osprey","OSPR","EBIRD"
"5448","6-23","Pacific Wren","PAWR","EBIRD"
"5449","6-23","Pine Siskin","PISI","EBIRD"
"5450","6-23","Song Sparrow","SOSP","EBIRD"
"5451","6-23","Swainson's Thrush","SWTH","EBIRD"
"5452","6-23","Wilson's Warbler","WIWA","EBIRD"
"5453","6-24","Allen's Hummingbird","ALHU","EBIRD"
"5454","6-24","American Coot","AMCO","EBIRD"
"5455","6-24","American Crow","AMCR","EBIRD"
"5456","6-24","American Robin","AMRO","EBIRD"
"5457","6-24","Anna's Hummingbird","ANHU","EBIRD"
"5458","6-24","Barn Swallow","BARS","EBIRD"
"5459","6-24","Bewick's Wren","BEWR","EBIRD"
"5460","6-24","Black Phoebe","BLPH","EBIRD"
"5461","6-24","Brewer's Blackbird","BRBL","EBIRD"
"5462","6-24","Bushtit","BUSH","EBIRD"
"5463","6-24","California Quail","CAQU","EBIRD"
"5464","6-24","California Scrub-Jay","CASJ","EBIRD"
"5465","6-24","California Towhee","CALT","EBIRD"
"5466","6-24","Chestnut-backed Chickadee","CBCH","EBIRD"
"5467","6-24","Chipping Sparrow","CHSP","EBIRD"
"5468","6-24","Common Raven","CORA","EBIRD"
"5469","6-24","Cooper's Hawk","COHA","EBIRD"
"5470","6-24","Dark-eyed Junco","DEJU","EBIRD"
"5471","6-24","Downy Woodpecker","DOWO","EBIRD"
"5472","6-24","Golden-crowned Kinglet","GCKI","EBIRD"
"5473","6-24","Hairy Woodpecker","HAWO","EBIRD"
"5474","6-24","House Finch","HOFI","EBIRD"
"5475","6-24","Hutton's Vireo","HUVI","EBIRD"
"5476","6-24","Mallard","MALL","EBIRD"
"5477","6-24","Osprey","OSPR","EBIRD"
"5478","6-24","Pacific-slope Flycatcher","PSFL","EBIRD"
"5479","6-24","Pacific Wren","PAWR","EBIRD"
"5480","6-24","Pine Siskin","PISI","EBIRD"
"5481","6-24","Purple Finch","PUFI","EBIRD"
"5482","6-24","Purple Martin","PUMA","EBIRD"
"5483","6-24","Pygmy Nuthatch","PYNU","EBIRD"
"5484","6-24","Red-winged Blackbird","RWBL","EBIRD"
"5485","6-24","Song Sparrow","SOSP","EBIRD"
"5486","6-24","Spotted Towhee","SPTO","EBIRD"
"5487","6-24","Steller's Jay","STJA","EBIRD"
"5488","6-24","Swainson's Thrush","SWTH","EBIRD"
"5489","6-24","Tree Swallow","TRES","EBIRD"
"5490","6-24","Warbling Vireo","WAVI","EBIRD"
"5491","6-24","Wild Turkey","WITU","EBIRD"
"5492","6-24","Wilson's Warbler","WIWA","EBIRD"
"5493","6-24","Wood Duck","WODU","EBIRD"
"5494","6-3","Acorn Woodpecker","ACWO","EBIRD"
"5495","6-3","Allen's Hummingbird","ALHU","EBIRD"
"5496","6-3","American Crow","AMCR","EBIRD"
"5497","6-3","American Goldfinch","AMGO","EBIRD"
"5498","6-3","American Robin","AMRO","EBIRD"
"5499","6-3","Anna's Hummingbird","ANHU","EBIRD"
"5500","6-3","Band-tailed Pigeon","BTPI","EBIRD"
"5501","6-3","Barn Swallow","BARS","EBIRD"
"5502","6-3","California Quail","CAQU","EBIRD"
"5503","6-3","California Scrub-Jay","CASJ","EBIRD"
"5504","6-3","California Towhee","CALT","EBIRD"
"5505","6-3","Chestnut-backed Chickadee","CBCH","EBIRD"
"5506","6-3","Cliff Swallow","CLSW","EBIRD"
"5507","6-3","Dark-eyed Junco","DEJU","EBIRD"
"5508","6-3","Downy Woodpecker","DOWO","EBIRD"
"5509","6-3","Eurasian Collared-Dove","EUCD","EBIRD"
"5510","6-3","European Starling","EUST","EBIRD"
"5511","6-3","Hairy Woodpecker","HAWO","EBIRD"
"5512","6-3","Lesser Goldfinch","LEGO","EBIRD"
"5513","6-3","Mallard","MALL","EBIRD"
"5514","6-3","Mourning Dove","MODO","EBIRD"
"5515","6-3","Northern Flicker","NOFL","EBIRD"
"5516","6-3","Osprey","OSPR","EBIRD"
"5517","6-3","Pacific-slope Flycatcher","PSFL","EBIRD"
"5518","6-3","Pine Siskin","PISI","EBIRD"
"5519","6-3","Purple Finch","PUFI","EBIRD"
"5520","6-3","Pygmy Nuthatch","PYNU","EBIRD"
"5521","6-3","Red-shouldered Hawk","RSHA","EBIRD"
"5522","6-3","Song Sparrow","SOSP","EBIRD"
"5523","6-3","Spotted Towhee","SPTO","EBIRD"
"5524","6-3","Steller's Jay","STJA","EBIRD"
"5525","6-3","Swainson's Thrush","SWTH","EBIRD"
"5526","6-3","Western Tanager","WETA","EBIRD"
"5527","6-3","White-tailed Kite","WTKI","EBIRD"
"5528","6-3","Wilson's Warbler","WIWA","EBIRD"
"5529","6-4","Acorn Woodpecker","ACWO","EBIRD"
"5530","6-4","Allen's Hummingbird","ALHU","EBIRD"
"5531","6-4","American Coot","AMCO","EBIRD"
"5532","6-4","American Crow","AMCR","EBIRD"
"5533","6-4","American Robin","AMRO","EBIRD"
"5534","6-4","Anna's Hummingbird","ANHU","EBIRD"
"5535","6-4","Bald Eagle","BAEA","EBIRD"
"5536","6-4","Barn Swallow","BARS","EBIRD"
"5537","6-4","Brewer's Blackbird","BRBL","EBIRD"
"5538","6-4","California Quail","CAQU","EBIRD"
"5539","6-4","California Scrub-Jay","CASJ","EBIRD"
"5540","6-4","California Towhee","CALT","EBIRD"
"5541","6-4","Canada Goose","CANG","EBIRD"
"5542","6-4","Chestnut-backed Chickadee","CBCH","EBIRD"
"5543","6-4","Cliff Swallow","CLSW","EBIRD"
"5544","6-4","Common Merganser","COME","EBIRD"
"5545","6-4","Common Raven","CORA","EBIRD"
"5546","6-4","Downy Woodpecker","DOWO","EBIRD"
"5547","6-4","European Starling","EUST","EBIRD"
"5548","6-4","Gadwall","GADW","EBIRD"
"5549","6-4","Grasshopper Sparrow","GRSP","EBIRD"
"5550","6-4","Great Blue Heron","GBHE","EBIRD"
"5551","6-4","Great Egret","GREG","EBIRD"
"5552","6-4","House Sparrow","HOSP","EBIRD"
"5553","6-4","Mallard","MALL","EBIRD"
"5554","6-4","Mourning Dove","MODO","EBIRD"
"5555","6-4","Osprey","OSPR","EBIRD"
"5556","6-4","Pacific-slope Flycatcher","PSFL","EBIRD"
"5557","6-4","Purple Finch","PUFI","EBIRD"
"5558","6-4","Red-shouldered Hawk","RSHA","EBIRD"
"5559","6-4","Red-winged Blackbird","RWBL","EBIRD"
"5560","6-4","Savannah Sparrow","SAVS","EBIRD"
"5561","6-4","Song Sparrow","SOSP","EBIRD"
"5562","6-4","Tree Swallow","TRES","EBIRD"
"5563","6-4","Western Bluebird","WEBL","EBIRD"
"5564","6-4","White-tailed Kite","WTKI","EBIRD"
"5565","6-5","Acorn Woodpecker","ACWO","EBIRD"
"5566","6-5","American Goldfinch","AMGO","EBIRD"
"5567","6-5","Anna's Hummingbird","ANHU","EBIRD"
"5568","6-5","Bewick's Wren","BEWR","EBIRD"
"5569","6-5","California Quail","CAQU","EBIRD"
"5570","6-5","Chestnut-backed Chickadee","CBCH","EBIRD"
"5571","6-5","Common Raven","CORA","EBIRD"
"5572","6-5","European Starling","EUST","EBIRD"
"5573","6-5","Great Blue Heron","GBHE","EBIRD"
"5574","6-5","Osprey","OSPR","EBIRD"
"5575","6-5","Pacific Wren","PAWR","EBIRD"
"5576","6-5","Red-shouldered Hawk","RSHA","EBIRD"
"5577","6-5","Song Sparrow","SOSP","EBIRD"
"5578","6-5","Spotted Towhee","SPTO","EBIRD"
"5579","6-5","Steller's Jay","STJA","EBIRD"
"5580","6-5","Violet-green Swallow","VGSW","EBIRD"
"5581","6-6","Acorn Woodpecker","ACWO","EBIRD"
"5582","6-6","Allen's Hummingbird","ALHU","EBIRD"
"5583","6-6","American Coot","AMCO","EBIRD"
"5584","6-6","American Crow","AMCR","EBIRD"
"5585","6-6","American Goldfinch","AMGO","EBIRD"
"5586","6-6","American Robin","AMRO","EBIRD"
"5587","6-6","Anna's Hummingbird","ANHU","EBIRD"
"5588","6-6","Bald Eagle","BAEA","EBIRD"
"5589","6-6","Band-tailed Pigeon","BTPI","EBIRD"
"5590","6-6","Barn Owl","BANO","EBIRD"
"5591","6-6","Barn Swallow","BARS","EBIRD"
"5592","6-6","Bewick's Wren","BEWR","EBIRD"
"5593","6-6","Black-headed Grosbeak","BHGR","EBIRD"
"5594","6-6","Black Phoebe","BLPH","EBIRD"
"5595","6-6","Brewer's Blackbird","BRBL","EBIRD"
"5596","6-6","Brown-headed Cowbird","BHCO","EBIRD"
"5597","6-6","Bushtit","BUSH","EBIRD"
"5598","6-6","California Quail","CAQU","EBIRD"
"5599","6-6","California Scrub-Jay","CASJ","EBIRD"
"5600","6-6","California Towhee","CALT","EBIRD"
"5601","6-6","Canada Goose","CANG","EBIRD"
"5602","6-6","Cedar Waxwing","CEDW","EBIRD"
"5603","6-6","Chestnut-backed Chickadee","CBCH","EBIRD"
"5604","6-6","Cinnamon Teal","CITE","EBIRD"
"5605","6-6","Cliff Swallow","CLSW","EBIRD"
"5606","6-6","Common Gallinule","COGA","EBIRD"
"5607","6-6","Common Merganser","COME","EBIRD"
"5608","6-6","Common Raven","CORA","EBIRD"
"5609","6-6","Common Yellowthroat","COYE","EBIRD"
"5610","6-6","Dark-eyed Junco","DEJU","EBIRD"
"5611","6-6","Downy Woodpecker","DOWO","EBIRD"
"5612","6-6","Eurasian Collared-Dove","EUCD","EBIRD"
"5613","6-6","European Starling","EUST","EBIRD"
"5614","6-6","Gadwall","GADW","EBIRD"
"5615","6-6","Golden-crowned Kinglet","GCKI","EBIRD"
"5616","6-6","Grasshopper Sparrow","GRSP","EBIRD"
"5617","6-6","Great Blue Heron","GBHE","EBIRD"
"5618","6-6","Great Egret","GREG","EBIRD"
"5619","6-6","Great Horned Owl","GHOW","EBIRD"
"5620","6-6","Green-winged Teal","GWTE","EBIRD"
"5621","6-6","Hairy Woodpecker","HAWO","EBIRD"
"5622","6-6","House Finch","HOFI","EBIRD"
"5623","6-6","House Sparrow","HOSP","EBIRD"
"5624","6-6","Hutton's Vireo","HUVI","EBIRD"
"5625","6-6","Killdeer","KILL","EBIRD"
"5626","6-6","Mallard","MALL","EBIRD"
"5627","6-6","Northern Harrier","NOHA","EBIRD"
"5628","6-6","Northern Rough-winged Swallow","NRWS","EBIRD"
"5629","6-6","Nuttall's Woodpecker","NUWO","EBIRD"
"5630","6-6","Orange-crowned Warbler","OCWA","EBIRD"
"5631","6-6","Osprey","OSPR","EBIRD"
"5632","6-6","Pacific-slope Flycatcher","PSFL","EBIRD"
"5633","6-6","Pileated Woodpecker","PIWO","EBIRD"
"5634","6-6","Pine Siskin","PISI","EBIRD"
"5635","6-6","Purple Finch","PUFI","EBIRD"
"5636","6-6","Red-shouldered Hawk","RSHA","EBIRD"
"5637","6-6","Red-tailed Hawk","RTHA","EBIRD"
"5638","6-6","Red-winged Blackbird","RWBL","EBIRD"
"5639","6-6","Savannah Sparrow","SAVS","EBIRD"
"5640","6-6","Song Sparrow","SOSP","EBIRD"
"5641","6-6","Spotted Towhee","SPTO","EBIRD"
"5642","6-6","Steller's Jay","STJA","EBIRD"
"5643","6-6","Swainson's Thrush","SWTH","EBIRD"
"5644","6-6","Tree Swallow","TRES","EBIRD"
"5645","6-6","Turkey Vulture","TUVU","EBIRD"
"5646","6-6","Violet-green Swallow","VGSW","EBIRD"
"5647","6-6","Virginia Rail","VIRA","EBIRD"
"5648","6-6","Warbling Vireo","WAVI","EBIRD"
"5649","6-6","Western Bluebird","WEBL","EBIRD"
"5650","6-6","White-tailed Kite","WTKI","EBIRD"
"5651","6-6","Wilson's Warbler","WIWA","EBIRD"
"5652","6-6","Wrentit","WREN","EBIRD"
"5653","6-7","Acorn Woodpecker","ACWO","EBIRD"
"5654","6-7","Allen's Hummingbird","ALHU","EBIRD"
"5655","6-7","American Goldfinch","AMGO","EBIRD"
"5656","6-7","American Robin","AMRO","EBIRD"
"5657","6-7","Anna's Hummingbird","ANHU","EBIRD"
"5658","6-7","Barn Swallow","BARS","EBIRD"
"5659","6-7","Bewick's Wren","BEWR","EBIRD"
"5660","6-7","Black-headed Grosbeak","BHGR","EBIRD"
"5661","6-7","Black Phoebe","BLPH","EBIRD"
"5662","6-7","Brown-headed Cowbird","BHCO","EBIRD"
"5663","6-7","Bushtit","BUSH","EBIRD"
"5664","6-7","California Quail","CAQU","EBIRD"
"5665","6-7","California Scrub-Jay","CASJ","EBIRD"
"5666","6-7","Cedar Waxwing","CEDW","EBIRD"
"5667","6-7","Chestnut-backed Chickadee","CBCH","EBIRD"
"5668","6-7","Common Raven","CORA","EBIRD"
"5669","6-7","Common Yellowthroat","COYE","EBIRD"
"5670","6-7","Dark-eyed Junco","DEJU","EBIRD"
"5671","6-7","Downy Woodpecker","DOWO","EBIRD"
"5672","6-7","Great Blue Heron","GBHE","EBIRD"
"5673","6-7","Great Horned Owl","GHOW","EBIRD"
"5674","6-7","Hairy Woodpecker","HAWO","EBIRD"
"5675","6-7","Hutton's Vireo","HUVI","EBIRD"
"5676","6-7","Northern Flicker","NOFL","EBIRD"
"5677","6-7","Osprey","OSPR","EBIRD"
"5678","6-7","Pacific Wren","PAWR","EBIRD"
"5679","6-7","Red Crossbill","RECR","EBIRD"
"5680","6-7","Song Sparrow","SOSP","EBIRD"
"5681","6-7","Spotted Towhee","SPTO","EBIRD"
"5682","6-7","Steller's Jay","STJA","EBIRD"
"5683","6-7","Swainson's Thrush","SWTH","EBIRD"
"5684","6-7","Tree Swallow","TRES","EBIRD"
"5685","6-7","Turkey Vulture","TUVU","EBIRD"
"5686","6-7","Violet-green Swallow","VGSW","EBIRD"
"5687","6-7","Western Bluebird","WEBL","EBIRD"
"5688","6-7","Wilson's Warbler","WIWA","EBIRD"
"5689","6-8","Acorn Woodpecker","ACWO","EBIRD"
"5690","6-8","Allen's Hummingbird","ALHU","EBIRD"
"5691","6-8","American Crow","AMCR","EBIRD"
"5692","6-8","American Goldfinch","AMGO","EBIRD"
"5693","6-8","American Robin","AMRO","EBIRD"
"5694","6-8","Anna's Hummingbird","ANHU","EBIRD"
"5695","6-8","Bald Eagle","BAEA","EBIRD"
"5696","6-8","Band-tailed Pigeon","BTPI","EBIRD"
"5697","6-8","Barn Owl","BANO","EBIRD"
"5698","6-8","Barn Swallow","BARS","EBIRD"
"5699","6-8","Bewick's Wren","BEWR","EBIRD"
"5700","6-8","Black-headed Grosbeak","BHGR","EBIRD"
"5701","6-8","Black Phoebe","BLPH","EBIRD"
"5702","6-8","Brewer's Blackbird","BRBL","EBIRD"
"5703","6-8","Brown-headed Cowbird","BHCO","EBIRD"
"5704","6-8","Bushtit","BUSH","EBIRD"
"5705","6-8","California Quail","CAQU","EBIRD"
"5706","6-8","California Scrub-Jay","CASJ","EBIRD"
"5707","6-8","California Towhee","CALT","EBIRD"
"5708","6-8","Canada Goose","CANG","EBIRD"
"5709","6-8","Cedar Waxwing","CEDW","EBIRD"
"5710","6-8","Chestnut-backed Chickadee","CBCH","EBIRD"
"5711","6-8","Cinnamon Teal","CITE","EBIRD"
"5712","6-8","Cliff Swallow","CLSW","EBIRD"
"5713","6-8","Common Raven","CORA","EBIRD"
"5714","6-8","Common Yellowthroat","COYE","EBIRD"
"5715","6-8","Dark-eyed Junco","DEJU","EBIRD"
"5716","6-8","Downy Woodpecker","DOWO","EBIRD"
"5717","6-8","Eurasian Collared-Dove","EUCD","EBIRD"
"5718","6-8","European Starling","EUST","EBIRD"
"5719","6-8","Golden-crowned Kinglet","GCKI","EBIRD"
"5720","6-8","Great Blue Heron","GBHE","EBIRD"
"5721","6-8","Great Egret","GREG","EBIRD"
"5722","6-8","Green-winged Teal","GWTE","EBIRD"
"5723","6-8","Hairy Woodpecker","HAWO","EBIRD"
"5724","6-8","House Finch","HOFI","EBIRD"
"5725","6-8","House Sparrow","HOSP","EBIRD"
"5726","6-8","Hutton's Vireo","HUVI","EBIRD"
"5727","6-8","Killdeer","KILL","EBIRD"
"5728","6-8","Mallard","MALL","EBIRD"
"5729","6-8","Northern Harrier","NOHA","EBIRD"
"5730","6-8","Northern Rough-winged Swallow","NRWS","EBIRD"
"5731","6-8","Nuttall's Woodpecker","NUWO","EBIRD"
"5732","6-8","Orange-crowned Warbler","OCWA","EBIRD"
"5733","6-8","Osprey","OSPR","EBIRD"
"5734","6-8","Pacific-slope Flycatcher","PSFL","EBIRD"
"5735","6-8","Pileated Woodpecker","PIWO","EBIRD"
"5736","6-8","Pine Siskin","PISI","EBIRD"
"5737","6-8","Purple Finch","PUFI","EBIRD"
"5738","6-8","Purple Martin","PUMA","EBIRD"
"5739","6-8","Red-shouldered Hawk","RSHA","EBIRD"
"5740","6-8","Red-tailed Hawk","RTHA","EBIRD"
"5741","6-8","Red-winged Blackbird","RWBL","EBIRD"
"5742","6-8","Savannah Sparrow","SAVS","EBIRD"
"5743","6-8","Song Sparrow","SOSP","EBIRD"
"5744","6-8","Spotted Towhee","SPTO","EBIRD"
"5745","6-8","Steller's Jay","STJA","EBIRD"
"5746","6-8","Swainson's Thrush","SWTH","EBIRD"
"5747","6-8","Tree Swallow","TRES","EBIRD"
"5748","6-8","Turkey Vulture","TUVU","EBIRD"
"5749","6-8","Violet-green Swallow","VGSW","EBIRD"
"5750","6-8","Virginia Rail","VIRA","EBIRD"
"5751","6-8","Warbling Vireo","WAVI","EBIRD"
"5752","6-8","Western Bluebird","WEBL","EBIRD"
"5753","6-8","Western Wood-Pewee","WEWP","EBIRD"
"5754","6-8","White-tailed Kite","WTKI","EBIRD"
"5755","6-8","Wilson's Warbler","WIWA","EBIRD"
"5756","6-8","Wrentit","WREN","EBIRD"
"5757","6-9","Allen's Hummingbird","ALHU","EBIRD"
"5758","6-9","American Coot","AMCO","EBIRD"
"5759","6-9","American Goldfinch","AMGO","EBIRD"
"5760","6-9","American Robin","AMRO","EBIRD"
"5761","6-9","Band-tailed Pigeon","BTPI","EBIRD"
"5762","6-9","Barn Swallow","BARS","EBIRD"
"5763","6-9","Bewick's Wren","BEWR","EBIRD"
"5764","6-9","Black-headed Grosbeak","BHGR","EBIRD"
"5765","6-9","Black Phoebe","BLPH","EBIRD"
"5766","6-9","Blue-winged Teal","BWTE","EBIRD"
"5767","6-9","Brewer's Blackbird","BRBL","EBIRD"
"5768","6-9","Brown-headed Cowbird","BHCO","EBIRD"
"5769","6-9","Brown Creeper","BRCR","EBIRD"
"5770","6-9","Bushtit","BUSH","EBIRD"
"5771","6-9","California Quail","CAQU","EBIRD"
"5772","6-9","California Scrub-Jay","CASJ","EBIRD"
"5773","6-9","Canada Goose","CANG","EBIRD"
"5774","6-9","Cedar Waxwing","CEDW","EBIRD"
"5775","6-9","Chestnut-backed Chickadee","CBCH","EBIRD"
"5776","6-9","Cliff Swallow","CLSW","EBIRD"
"5777","6-9","Common Raven","CORA","EBIRD"
"5778","6-9","Common Yellowthroat","COYE","EBIRD"
"5779","6-9","Downy Woodpecker","DOWO","EBIRD"
"5780","6-9","Gadwall","GADW","EBIRD"
"5781","6-9","Great Horned Owl","GHOW","EBIRD"
"5782","6-9","Hairy Woodpecker","HAWO","EBIRD"
"5783","6-9","Hutton's Vireo","HUVI","EBIRD"
"5784","6-9","Mallard","MALL","EBIRD"
"5785","6-9","Northern Flicker","NOFL","EBIRD"
"5786","6-9","Northern Harrier","NOHA","EBIRD"
"5787","6-9","Northern Rough-winged Swallow","NRWS","EBIRD"
"5788","6-9","Osprey","OSPR","EBIRD"
"5789","6-9","Pacific-slope Flycatcher","PSFL","EBIRD"
"5790","6-9","Pine Siskin","PISI","EBIRD"
"5791","6-9","Purple Finch","PUFI","EBIRD"
"5792","6-9","Red-tailed Hawk","RTHA","EBIRD"
"5793","6-9","Red-winged Blackbird","RWBL","EBIRD"
"5794","6-9","Red Crossbill","RECR","EBIRD"
"5795","6-9","Ruddy Duck","RUDU","EBIRD"
"5796","6-9","Savannah Sparrow","SAVS","EBIRD"
"5797","6-9","Snowy Plover","SNPL","EBIRD"
"5798","6-9","Song Sparrow","SOSP","EBIRD"
"5799","6-9","Spotted Towhee","SPTO","EBIRD"
"5800","6-9","Steller's Jay","STJA","EBIRD"
"5801","6-9","Swainson's Thrush","SWTH","EBIRD"
"5802","6-9","Tree Swallow","TRES","EBIRD"
"5803","6-9","Turkey Vulture","TUVU","EBIRD"
"5804","6-9","Virginia Rail","VIRA","EBIRD"
"5805","6-9","Western Bluebird","WEBL","EBIRD"
"5806","6-9","White-crowned Sparrow","WCSP","EBIRD"
"5807","6-9","Wilson's Warbler","WIWA","EBIRD"
"5808","6-9","Wrentit","WREN","EBIRD"
"5809","7-13","Barn Swallow","BARS","EBIRD"
"5810","7-13","Black Oystercatcher","BLOY","EBIRD"
"5811","7-13","Brandt's Cormorant","BRAC","EBIRD"
"5812","7-13","California Quail","CAQU","EBIRD"
"5813","7-13","Chestnut-backed Chickadee","CBCH","EBIRD"
"5814","7-13","Common Murre","COMU","EBIRD"
"5815","7-13","Dark-eyed Junco","DEJU","EBIRD"
"5816","7-13","Golden-crowned Kinglet","GCKI","EBIRD"
"5817","7-13","Pacific Wren","PAWR","EBIRD"
"5818","7-13","Pelagic Cormorant","PECO","EBIRD"
"5819","7-13","Pigeon Guillemot","PIGU","EBIRD"
"5820","7-13","Pine Siskin","PISI","EBIRD"
"5821","7-13","Song Sparrow","SOSP","EBIRD"
"5822","7-13","Swainson's Thrush","SWTH","EBIRD"
"5823","7-13","Western Gull","WEGU","EBIRD"
"5824","7-13","Wilson's Warbler","WIWA","EBIRD"
"5825","7-14","Allen's Hummingbird","ALHU","EBIRD"
"5826","7-14","American Coot","AMCO","EBIRD"
"5827","7-14","American Crow","AMCR","EBIRD"
"5828","7-14","American Robin","AMRO","EBIRD"
"5829","7-14","Anna's Hummingbird","ANHU","EBIRD"
"5830","7-14","Barn Swallow","BARS","EBIRD"
"5831","7-14","Bewick's Wren","BEWR","EBIRD"
"5832","7-14","Black Phoebe","BLPH","EBIRD"
"5833","7-14","Brewer's Blackbird","BRBL","EBIRD"
"5834","7-14","Bushtit","BUSH","EBIRD"
"5835","7-14","California Quail","CAQU","EBIRD"
"5836","7-14","California Scrub-Jay","CASJ","EBIRD"
"5837","7-14","California Towhee","CALT","EBIRD"
"5838","7-14","Chestnut-backed Chickadee","CBCH","EBIRD"
"5839","7-14","Chipping Sparrow","CHSP","EBIRD"
"5840","7-14","Common Raven","CORA","EBIRD"
"5841","7-14","Cooper's Hawk","COHA","EBIRD"
"5842","7-14","Dark-eyed Junco","DEJU","EBIRD"
"5843","7-14","Downy Woodpecker","DOWO","EBIRD"
"5844","7-14","Golden-crowned Kinglet","GCKI","EBIRD"
"5845","7-14","Hairy Woodpecker","HAWO","EBIRD"
"5846","7-14","House Finch","HOFI","EBIRD"
"5847","7-14","Hutton's Vireo","HUVI","EBIRD"
"5848","7-14","Mallard","MALL","EBIRD"
"5849","7-14","Osprey","OSPR","EBIRD"
"5850","7-14","Pacific-slope Flycatcher","PSFL","EBIRD"
"5851","7-14","Pacific Wren","PAWR","EBIRD"
"5852","7-14","Pine Siskin","PISI","EBIRD"
"5853","7-14","Purple Finch","PUFI","EBIRD"
"5854","7-14","Purple Martin","PUMA","EBIRD"
"5855","7-14","Pygmy Nuthatch","PYNU","EBIRD"
"5856","7-14","Red-winged Blackbird","RWBL","EBIRD"
"5857","7-14","Song Sparrow","SOSP","EBIRD"
"5858","7-14","Spotted Towhee","SPTO","EBIRD"
"5859","7-14","Steller's Jay","STJA","EBIRD"
"5860","7-14","Swainson's Thrush","SWTH","EBIRD"
"5861","7-14","Tree Swallow","TRES","EBIRD"
"5862","7-14","Warbling Vireo","WAVI","EBIRD"
"5863","7-14","Wild Turkey","WITU","EBIRD"
"5864","7-14","Wilson's Warbler","WIWA","EBIRD"
"5865","7-14","Wood Duck","WODU","EBIRD"
"5866","7-16","Allen's Hummingbird","ALHU","EBIRD"
"5867","7-16","Barn Swallow","BARS","EBIRD"
"5868","7-16","Bewick's Wren","BEWR","EBIRD"
